TimeStamp,TimeStarted,DateStarted,Coder,ArticleID,ArticleIssues,ArticleLanguage,JIF,StudyType,PreReg,PreRegWhere,PreRegAccess,PreRegAspects,RawData,RawDataAvl,RawDataWhere,RawDataAccess,RawDataDocument,ProcessData,ProcessDataWhere,ProcessDataAccess,ProcessDataDocument,AnalysisScript,AnalysisScriptWhere,AnalysisScriptAccess,Materials,MaterialsWhere,MaterialsAccess,COI,Replication,OA,TimeEnded,DateEnded,CountryAuthor,EmpiricalStudyData,JIFYear,Year,year_split,clickable_doi,coder,round2_coder,Source.title,Agree,c
2021-11-16T19:23:45.529Z,1899-12-31T13:17:00Z,2022-11-16T00:00:00Z,JC,dc41ee86,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,reference to ICLE corpus,Unclear,No,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"Yes, the statement says that there is no conflict of interest",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:22:00Z,2022-11-16T00:00:00Z,USA,observational study,,2009,Pre-OS,http://doi.org/10.1016/j.jslw.2009.02.002,jc,,Journal of Second Language Writing,TRUE,
2021-11-16T19:31:04.269Z,1899-12-31T13:29:00Z,2022-11-16T00:00:00Z,JC,5ff87b79,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:30:00Z,2022-11-16T00:00:00Z,New Zealand,Experimental study,,2008,Pre-OS,http://doi.org/10.1016/j.jfludis.2008.09.002,jc,,Journal of Fluency Disorders,TRUE,
2021-11-16T22:43:36.796Z,1899-12-31T16:42:00Z,2022-11-16T00:00:00Z,JC,9e468617,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T16:43:00Z,2022-11-16T00:00:00Z,USA,Experimental study,,2009,Pre-OS,http://doi.org/10.1016/j.cognition.2009.08.006,jc,,Cognition,TRUE,
2021-11-16T22:49:50.586Z,1899-12-31T16:46:00Z,2022-11-16T00:00:00Z,JC,fcd73116,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Not applicable,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T16:49:00Z,2022-11-16T00:00:00Z,USA,observational study,,2008,Pre-OS,http://doi.org/10.1111/j.1467-9841.2008.00377.x,jc,,Journal of Sociolinguistics,TRUE,
2021-11-16T22:55:12.419Z,1899-12-31T16:52:00Z,2022-11-16T00:00:00Z,JC,2c6891cf,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, Audio","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T16:54:00Z,2022-11-16T00:00:00Z,USA,observational study,,2008,Pre-OS,http://doi.org/10.1002/j.1545-7249.2008.tb00213.x,jc,,TESOL Quarterly,TRUE,
2021-11-16T23:00:41.608Z,1899-12-31T16:59:00Z,2022-11-16T00:00:00Z,JC,9d800b73,There are no issues,Ibibo,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T17:00:00Z,2022-11-16T00:00:00Z,Nigeria,,,2008,Pre-OS,http://doi.org/,jc,,"3L: Language, Linguistics, Literature",TRUE,
2021-11-16T23:04:19.023Z,1899-12-31T17:02:00Z,2022-11-16T00:00:00Z,JC,e511ad4e,There are no issues,artificial language,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T17:04:00Z,2022-11-16T00:00:00Z,Germany,Experimental study,,2008,Pre-OS,http://doi.org/10.1016/j.cognition.2007.09.002,jc,,Cognition,TRUE,
2021-11-16T23:08:24.065Z,1899-12-31T17:06:00Z,2022-11-16T00:00:00Z,JC,5d2ff4a3,There are no issues,Dutch,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T17:08:00Z,2022-11-16T00:00:00Z,Netherlands,observational study,,2009,Pre-OS,http://doi.org/10.1080/02687030802289192,jc,,Aphasiology,TRUE,
2021-11-16T23:12:32.994Z,1899-12-31T17:10:00Z,2022-11-16T00:00:00Z,JC,0617bbb8,There are no issues,Malay,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T17:12:00Z,2022-11-16T00:00:00Z,USA,observational study,,2009,Pre-OS,http://doi.org/10.1353/ol.0.0026,jc,,Oceanic Linguistics,TRUE,
2021-11-17T14:07:24.473Z,1899-12-31T08:06:00Z,2022-11-17T00:00:00Z,JC,f2e8b410,There are no issues,English,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T08:07:00Z,2022-11-17T00:00:00Z,UK,,2010,2009,Pre-OS,http://doi.org/10.1080/09500780903343070,jc,tr,Language and Education,TRUE,
2021-11-17T14:11:48.272Z,1899-12-31T08:09:00Z,2022-11-17T00:00:00Z,JC,1d708c07,There are no issues,"English, German",NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"Yes, the statement says that the raw data are available.",Available from a third party,No,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T08:11:00Z,2022-11-17T00:00:00Z,UK,"Experimental study, Corpus study, simulation",2008,2008,Pre-OS,http://doi.org/10.1016/j.cognition.2008.09.006,jc,tr,Cognition,TRUE,
2021-11-17T14:16:33.320Z,1899-12-31T08:14:00Z,2022-11-17T00:00:00Z,JC,f0c0bed9,There are no issues,Sasak,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T09:16:00Z,2022-11-17T00:00:00Z,New Zealand,"Corpus study, Survey or interview",,2008,Pre-OS,http://doi.org/10.1075/sl.32.1.06wou,jc,,Studies in Language,TRUE,
2021-11-17T14:19:41.037Z,1899-12-31T13:09:00Z,2021-11-17T00:00:00Z,LK,eefe5c4d,There are no issues,cross linguistic,0.544,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"Yes, the statement says that there is no conflict of interest",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:19:00Z,2021-11-17T00:00:00Z,USA,Experimental study,2018.0,2018,After-OS,http://doi.org/10.1159/000488758,lk,,Folia Phoniatrica et Logopaedica,TRUE,
2021-11-17T14:27:23.434Z,1899-12-31T13:22:00Z,2021-11-17T00:00:00Z,LK,0f09a41a,There are no issues,English,0.54,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"Yes, the statement says that the raw data are available.","An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,No,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:27:00Z,2021-11-17T00:00:00Z,Spain,Corpus study,2020.0,2019,After-OS,http://doi.org/10.3366/cor.2019.0175,lk,,Corpora,TRUE,
2021-11-17T14:35:48.408Z,1899-12-31T13:33:00Z,2021-11-17T00:00:00Z,LK,fb5cb873,There are no issues,English,0.79,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"Yes, the statement says that there is no conflict of interest",,,1899-12-31T13:35:00Z,2021-11-17T00:00:00Z,Singapore,,2020.0,2018,After-OS,http://doi.org/10.1080/13488678.2018.1440279,lk,,Asian Englishes,TRUE,
2021-11-17T14:41:45.349Z,1899-12-31T13:38:00Z,2021-11-17T00:00:00Z,LK,40ab556a,There are no issues,cross linguistic,0.89,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Images,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:41:00Z,2021-11-17T00:00:00Z,Saudi Arabia,Experimental study,2020.0,2018,After-OS,http://doi.org/10.17576/gema-2018-1803-12,lk,,GEMA Online Journal of Language Studies,TRUE,
2021-11-17T14:48:55.761Z,1899-12-31T13:45:00Z,2021-11-17T00:00:00Z,LK,1ff49fa5,There are no issues,English,2.13,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:48:00Z,2021-11-17T00:00:00Z,USA,Corpus study,2018.0,2018,After-OS,http://doi.org/10.1162/coli_a_00334,lk,,Computational Linguistics,TRUE,
2021-11-17T15:05:41.574Z,1899-12-31T14:03:00Z,2021-11-17T00:00:00Z,LK,1be96eb9,There are no issues,English,1.66,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T14:05:00Z,2021-11-17T00:00:00Z,France,Experimental study,2018.0,2018,After-OS,http://doi.org/10.1111/mila.12184,lk,,Mind and Language,TRUE,
2021-11-17T15:12:03.523Z,1899-12-31T14:09:00Z,2021-11-17T00:00:00Z,LK,b3d97c6b,There are no issues,English,1.93,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T14:11:00Z,2021-11-17T00:00:00Z,China,Experimental study,2018.0,2018,After-OS,http://doi.org/10.1016/j.system.2018.07.003,lk,,System,TRUE,
2021-11-17T15:17:06.955Z,1899-12-31T14:14:00Z,2021-11-17T00:00:00Z,LK,e225faa8,There are no issues,Kaurna,0.9,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"Yes, the statement says that there is no conflict of interest",,,1899-12-31T14:16:00Z,2021-11-17T00:00:00Z,Australia,,2019.0,2019,After-OS,http://doi.org/10.1080/14664208.2018.1503390,lk,,Current Issues in Language Planning,TRUE,
2021-11-17T15:29:02.289Z,1899-12-31T14:24:00Z,2021-11-17T00:00:00Z,LK,19d39f5f,There are no issues,cross linguistic,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T14:28:00Z,2021-11-17T00:00:00Z,USA,Experimental study,NA,2019,After-OS,http://doi.org/10.1044/2019_LSHSS-VOIA-18-0127,lk,,"Language, Speech, and Hearing Services in Schools",TRUE,
2021-11-18T11:26:42.387Z,1899-12-31T10:21:00Z,2021-11-18T00:00:00Z,LK,c52c0403,There are no issues,cross linguistic,3.408,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T10:26:00Z,2021-11-18T00:00:00Z,USA,Observational study,2019.0,2019,After-OS,http://doi.org/10.1111/lang.12322,lk,,Language Learning,TRUE,
2021-11-18T11:31:13.855Z,1899-12-31T10:27:00Z,2021-11-18T00:00:00Z,LK,29e6fb91,There are no issues,English,1.93,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T10:31:00Z,2021-11-18T00:00:00Z,China,Survey or interview,2018.0,2018,After-OS,http://doi.org/10.1016/j.system.2018.05.003,lk,,System,TRUE,
