Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"De Ruiter, J.J.","53563471600","Morocco's languages and gender: Evidence from the field",2008,"International Journal of the Sociology of Language",,"190",,103,119,,1,10.1515/IJSL.2008.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749139307&partnerID=40&md5=133d77a806b2a533e6c9b874c948ff75",Article,Final,,Scopus,2-s2.0-57749139307
"Lu, L.W.-L.","57051817000","From textual prompts to cognitive models: A context-oriented perspective on metaphor interpretation in Taiwanese presidential speeches",2008,"Language and Linguistics",9,"2",,341,358,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749138982&partnerID=40&md5=886d4c04566593a937c44888c1fa8025",Review,Final,,Scopus,2-s2.0-57749138982
"Sadiqi, F.","15048891800","Language and gender in Moroccan urban areas",2008,"International Journal of the Sociology of Language",,"190",,145,165,,5,10.1515/IJSL.2008.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749138399&partnerID=40&md5=91fff27b6c5ba688f7d5b7adaf027863",Article,Final,,Scopus,2-s2.0-57749138399
"Eira, C., Stebbins, T.N.","26038380100; 14831938000","Authenticities and lineages: Revisiting concepts of continuity and change in language",2008,"International Journal of the Sociology of Language",,"189",,1,30,,10,10.1515/IJSL.2008.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749138292&partnerID=40&md5=9372185e30294e499b267b8342a4e0cc",Article,Final,,Scopus,2-s2.0-57749138292
"Chung, S.-F., Ahrens, K.","8715736700; 36016168300","MARVS revisited: Incorporating sense distribution and mutual information into near-synonym analyses",2008,"Language and Linguistics",9,"2",,415,434,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749138011&partnerID=40&md5=db67eb50fdd96fe09724f82f83f989b7",Article,Final,,Scopus,2-s2.0-57749138011
"Sadeniemi, M., Kettunen, K., Lindh-Knuutila, T., Honkela, T.","14834484100; 8544668400; 14834356800; 6602428425","Complexity of European Union Languages: A comparative approach",2008,"Journal of Quantitative Linguistics",15,"2",,185,211,,13,10.1080/09296170801961843,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749137132&partnerID=40&md5=949b4daee5763007f7a464a6ac8a2d6c",Article,Final,,Scopus,2-s2.0-57749137132
"Lu, X.","55502936300","Hybrid models for sense guessing 866 of Chinese unknown words",2008,"International Journal of Corpus Linguistics",13,"1",,99,128,,2,10.1075/ijcl.13.1.06lu,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749136544&partnerID=40&md5=b0d013a39f18c1c764416c55cbb46b7a",Article,Final,,Scopus,2-s2.0-57749136544
"Pasch, H.","38261463400","Competing scripts: The introduction of the Roman alphabet in Africa",2008,"International Journal of the Sociology of Language",,"191",,65,109,,11,10.1515/IJSL.2008.025,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749136039&partnerID=40&md5=2365e1ff5ea0c2bd9b45afb842f40f79",Review,Final,,Scopus,2-s2.0-57749136039
"Zervas, P., Fakotakis, N., Kokkinakis, G.","55946402700; 7003320511; 7005056171","Development and evaluation of a prosodic database for Greek speech synthesis and research",2008,"Journal of Quantitative Linguistics",15,"2",,154,184,,6,10.1080/09296170801961827,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749135569&partnerID=40&md5=f6d5591e2b857cbacdc80d9952baf7b9",Article,Final,,Scopus,2-s2.0-57749135569
"Shehzad, W.","36115200200","Move two: Establishing a niche | Sub-sección dos: ""creando el nicho""",2008,"Iberica",15,"",,25,50,,22,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749135484&partnerID=40&md5=6084f7cc3c57fbeeae7e0ccd8107d253",Article,Final,,Scopus,2-s2.0-57749135484
"Martínez, A.C.L.","6506293466","Analysis of ESP university students' reading strategy awareness | Análisis de la percepción metacognitiva de las estrategias de lectura en el caso de estudiantes universitarios de IFE",2008,"Iberica",15,"",,165,176,,11,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749135470&partnerID=40&md5=3aa998f265969cb31bb4e87a2f620b4b",Article,Final,,Scopus,2-s2.0-57749135470
"Cabanes, P.P.","36106930700","Use and communicative functions of hedges in architecture project descriptions: An English-Spanish study | Uso y funciones comunicativas de los atenuantes retóricos en la memoria de arquitectura: Un estudio inglés-español",2008,"Iberica",15,"",,113,134,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749135447&partnerID=40&md5=ccccd46d860a2bfacd2187c57b6dab42",Article,Final,,Scopus,2-s2.0-57749135447
"Schiffman, H.F.","8554140300","The Ausbau issue in the Dravidian languages: The case of Tamil and the problem of purism",2008,"International Journal of the Sociology of Language",,"191",,45,63,,,10.1515/IJSL.2008.024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749135125&partnerID=40&md5=3f6a247917569e136ad3d4aa52da9bbb",Article,Final,,Scopus,2-s2.0-57749135125
"Hsieh, H.-I.","24539823900","Composition as a source of construction: Some principles for pruning compositions into constructions",2008,"Language and Linguistics",9,"2",,297,323,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749134256&partnerID=40&md5=bf8c868f874a3f247784aea8060bc1e1",Article,Final,,Scopus,2-s2.0-57749134256
"Savà, G., Tosco, M.","38261791500; 35874540400","""Ex Uno Plura"": The uneasy road of Ethiopian languages toward standardization",2008,"International Journal of the Sociology of Language",,"191",,111,139,,5,10.1515/IJSL.2008.026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749134220&partnerID=40&md5=463ed008b4ddd548c80f1e5e45e9a841",Review,Final,,Scopus,2-s2.0-57749134220
"De Sutter, G., Speelman, D., Geeraerts, D.","26631902300; 23490476900; 15026332500","Prosodic and syntactic-pragmatic mechanisms of grammatical variation: The impact of a postverbal constituent on the word order in Dutch clause final verb clusters",2008,"International Journal of Corpus Linguistics",13,"2",,194,224,,8,10.1075/ijcl.13.2.04des,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749133426&partnerID=40&md5=60a4c42ac44a761e6cf3dd88b7cbc2e0",Article,Final,,Scopus,2-s2.0-57749133426
"Garde, M.","14318973700","Kun-dangwok: ""Clan lects"" and Ausbau in western Arnhem Land",2008,"International Journal of the Sociology of Language",,"191",,141,169,,7,10.1515/IJSL.2008.027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749132201&partnerID=40&md5=3f398eb50cc9b63caaaad6d782d133e1",Review,Final,,Scopus,2-s2.0-57749132201
"Martínez, G.P., Olivares Pardo, M.A.","55619844700; 56081286000","Associative anaphora: Contiguous metonymy | L'anaphore associative: Contigüité métonymique",2008,"Iberica",15,"",,135,150,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749132015&partnerID=40&md5=ea75811bb39565109e6df96974615549",Article,Final,,Scopus,2-s2.0-57749132015
"Williams, I.A.","56261704200","Semantico-syntactic environments of the verbs show and demonstrate and Spanish mostrar and demostrar in a bilingual corpus of medical research articles",2008,"International Journal of Corpus Linguistics",13,"1",,38,74,,1,10.1075/ijcl.13.1.04wil,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749131994&partnerID=40&md5=8e9a39c3c18cd4353f63b58363303d6d",Article,Final,,Scopus,2-s2.0-57749131994
"Djenar, D.N.","15841418400","Which self? Pronominal choice, modernity, and self-categorizations",2008,"International Journal of the Sociology of Language",,"189",,31,54,,7,10.1515/IJSL.2008.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749131483&partnerID=40&md5=314e5bef3a9106f4b51b2da4c6eb1e87",Article,Final,,Scopus,2-s2.0-57749131483
"Herrera Soler, H.","55620369100","A metaphor corpus in business press headlines | Corpus metafórico de titulares en la prensa económica",2008,"Iberica",15,"",,51,70,,20,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749130071&partnerID=40&md5=34412229dee6b0c68e57e459b47d69a7",Article,Final,,Scopus,2-s2.0-57749130071
"Chen, C.-J.","38161453400","Gestaltist semantic compositionality in Chinese V-V compounds",2008,"Language and Linguistics",9,"2",,325,340,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749129483&partnerID=40&md5=56993b5734ca343ecea10d26ced6e564",Article,Final,,Scopus,2-s2.0-57749129483
"Rice, L., Hamdy, K.","38261715200; 38261313500","Situating senior women in the literacy landscape of North Africa",2008,"International Journal of the Sociology of Language",,"190",,27,47,,1,10.1515/IJSL.2008.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749128832&partnerID=40&md5=2f7002a1bff797a7250a0c9965fdcad6",Review,Final,,Scopus,2-s2.0-57749128832
"Hong, W.","36768087400","Effects of cultural background of college students on apology strategies",2008,"International Journal of the Sociology of Language",,"189",,149,163,,1,10.1515/IJSL.2008.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749128666&partnerID=40&md5=dd848727521204fedcebb9dce6dec768",Article,Final,,Scopus,2-s2.0-57749128666
"Forsyth, R., Clarke, D., Lam, P.","7102198927; 7403502668; 35215644700","Timelines, talk and transcription: A chronometric approach to simultaneous speech",2008,"International Journal of Corpus Linguistics",13,"2",,225,250,,2,10.1075/ijcl.13.2.05for,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749125774&partnerID=40&md5=fc6110ca2952905da67e58377f8298da",Article,Final,,Scopus,2-s2.0-57749125774
"Lindenfeld, J., Varro, G.","57220456093; 26038605100","Language maintenance among ""fortunate immigrants"": The French in the United States and Americans in France",2008,"International Journal of the Sociology of Language",,"189",,115,131,,6,10.1515/IJSL.2008.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749125420&partnerID=40&md5=e00110c7f8136bb44555e9ea0f2167db",Article,Final,,Scopus,2-s2.0-57749125420
"Jönsson-Steiner, E., Lahiri, A.","35198533500; 7102451078","Tonal accents and rhyme in 18th-century Swedish",2008,"Nordic Journal of Linguistics",31,"1",,5,45,,,10.1017/S0332586508001819,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749124828&partnerID=40&md5=750a3322c3fae6e9288efd9e9df306d5",Article,Final,,Scopus,2-s2.0-57749124828
"Hassall, T., Murtisari, E.T., Donnelly, C., Wood, J.","36793414400; 38161752200; 38161165100; 55464320500","Attitudes to western loanwords in Indonesian",2008,"International Journal of the Sociology of Language",,"189",,55,84,,8,10.1515/IJSL.2008.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749124612&partnerID=40&md5=5331574eaf2ec635c118b15f6b669557",Article,Final,,Scopus,2-s2.0-57749124612
"Hunston, S.","6508096838","The evaluation of status in multi-modal texts",2008,"Functions of Language",15,"1",,64,83,,5,10.1075/fol.15.1.05hun,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749124562&partnerID=40&md5=63d1714cb52d49ed6ce202d13d249b9b",Article,Final,,Scopus,2-s2.0-57749124562
"Liu, M.-C., Chiang, T.-Y.","56174307600; 55340868900","The construction of Mandarin VerbNet: A frame-based study of statement verbs",2008,"Language and Linguistics",9,"2",,239,270,,7,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749124196&partnerID=40&md5=34cfaeef757ae5682d122086d6911a86",Article,Final,,Scopus,2-s2.0-57749124196
"Lu, X.","55502936300","Improving part-of-speech guessing of Chinese unknown words using hybrid models",2008,"International Journal of Corpus Linguistics",13,"2",,169,193,,2,10.1075/ijcl.13.2.03lu,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749124195&partnerID=40&md5=6d65cf376e26da1de96d193069fb67dc",Article,Final,,Scopus,2-s2.0-57749124195
"Aiguo, W.","15134813400","Reassessing the position of Aviation English: From a special language to English for Specific Purposes | Reevaluando el lugar que debe ocupar el inglés de la aviación: De un lenguaje especial al inglés para fines específicos",2008,"Iberica",15,"",,151,164,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749123861&partnerID=40&md5=4e3bf7a1b93c28e1c0ccc2707a43aaed",Article,Final,,Scopus,2-s2.0-57749123861
"Ennaji, M.","25627273800","Representations of women in Moroccan Arabic and Berber proverbs",2008,"International Journal of the Sociology of Language",,"190",,167,181,,5,10.1515/IJSL.2008.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749123625&partnerID=40&md5=9b26276169ef68cc04c14517d9997118",Article,Final,,Scopus,2-s2.0-57749123625
"García-Østbye, I.","55620878500","Dialogical surface text features in abstracts | Características textuales superficiales dialógicas en resúmenes tipo ""abstract""",2008,"Iberica",15,"",,89,112,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749123175&partnerID=40&md5=e3f15ffd958c9898b2528f18fa1737ce",Article,Final,,Scopus,2-s2.0-57749123175
"Poulsen, M.","35199001300","Acceptability and processing of long-distance dependencies in Danish",2008,"Nordic Journal of Linguistics",31,"1",,73,107,,7,10.1017/S0332586508001832,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749123008&partnerID=40&md5=5b8351581d529fbbfddca4e36a1a484e",Article,Final,,Scopus,2-s2.0-57749123008
"Paltridge, B.","22035384100","Textographies and the researching and teaching of writing | Textografías e investigación y docencia de la producción escrita",2008,"Iberica",15,"",,9,24,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749122897&partnerID=40&md5=23c2d23ac1f898f59677e94313776df7",Article,Final,,Scopus,2-s2.0-57749122897
"Trudgill, P.","36803307600","English dialect ""default singulars,"" Was versus were, verner's law, and germanic dialects",2008,"Journal of English Linguistics",36,"4",,341,353,,6,10.1177/0075424208325040,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57149125405&partnerID=40&md5=c47f16d3d78df94f10d4501b38a2533a",Article,Final,,Scopus,2-s2.0-57149125405
"Beaver, D.I.","8439941900","As brief as possible (but no briefer)",2008,"Theoretical Linguistics",34,"3",,213,228,,5,10.1515/THLI.2008.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049187165&partnerID=40&md5=5fee5e9dd7d43c79c6c88381f6ed4acf",Article,Final,,Scopus,2-s2.0-57049187165
"Van Der Sandt, R.","25723814400","When satisfaction is not enough. Comments on Schlenker's 'Be Articulate. A pragmatic theory of presupposition projection'",2008,"Theoretical Linguistics",34,"3",,275,285,,,10.1515/THLI.2008.020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049178422&partnerID=40&md5=5aab3c1afed28456eacba6c2f5b998d9",Article,Final,,Scopus,2-s2.0-57049178422
"Schlenker, P.","6602558909","Be Articulate: A pragmatic theory of presupposition projection",2008,"Theoretical Linguistics",34,"3",,157,212,,78,10.1515/THLI.2008.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049173090&partnerID=40&md5=5246fc67b1ca165e852b249f78115822",Article,Final,,Scopus,2-s2.0-57049173090
"Rothschild, D.","26429930800","Transparency Theory and its dynamic alternatives: Commentary on ""be Articulate""",2008,"Theoretical Linguistics",34,"3",,261,268,,5,10.1515/THLI.2008.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049170875&partnerID=40&md5=eb2b02411be3493ffb32ee0c565e1ef4",Article,Final,,Scopus,2-s2.0-57049170875
"Fox, D.","8426410300","Two short notes on Schlenker's theory of presupposition projection",2008,"Theoretical Linguistics",34,"3",,237,252,,31,10.1515/THLI.2008.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049164900&partnerID=40&md5=1aa16a378e0c4cb0ea731a5d49220717",Article,Final,,Scopus,2-s2.0-57049164900
"Chemla, E.","26535556100","Transparency theory: Empirical issues and psycholinguistic routes",2008,"Theoretical Linguistics",34,"3",,229,236,,1,10.1515/THLI.2008.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049143210&partnerID=40&md5=8ec1d796c88efd7c6325b577a3b840f0",Article,Final,,Scopus,2-s2.0-57049143210
"Krahmer, E.","6602935272","Why Be Articulate? Two ways to look at the Transparency Theory",2008,"Theoretical Linguistics",34,"3",,253,259,,1,10.1515/THLI.2008.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049132993&partnerID=40&md5=589b1af1bced6829c70bff53e7255cdd",Article,Final,,Scopus,2-s2.0-57049132993
"Coetzee, A.W.","19336877800","Grammaticality and ungrammaticality in phonology",2008,"Language",84,"2",,218,257,,41,10.1353/lan.0.0000,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049112447&partnerID=40&md5=ef527b08c2e39e5c8d1b8a0415ea5d5c",Article,Final,,Scopus,2-s2.0-57049112447
"Schlenker, P.","6602558909","Presupposition projection: Explanatory strategies",2008,"Theoretical Linguistics",34,"3",,287,316,,13,10.1515/THLI.2008.021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049098172&partnerID=40&md5=3fe76c35e1df38f4223bb39cbc6a54b9",Article,Final,,Scopus,2-s2.0-57049098172
"Liu, D.","25655064700","Intransitive or object deleting?: Classifying english verbs used without an object",2008,"Journal of English Linguistics",36,"4",,289,313,,6,10.1177/0075424208317128,"https://www.scopus.com/inward/record.url?eid=2-s2.0-56749169603&partnerID=40&md5=edfe0742d7f20bf6e20a4fd08123e0f7",Article,Final,,Scopus,2-s2.0-56749169603
"Grammenidis, S.P.","25641157800","Mediating culinary culture: The case of Greek restaurant menus",2008,"Across Languages and Cultures",9,"2",,219,233,,2,10.1556/Acr.9.2008.2.4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-55849144750&partnerID=40&md5=3d049e17685bb624cae0737b009babb5",Article,Final,,Scopus,2-s2.0-55849144750
"Chmiel, A.","25640596200","Boothmates forever? - On teamwork in a simultaneous interpreting booth",2008,"Across Languages and Cultures",9,"2",,261,276,,6,10.1556/Acr.9.2008.2.6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-55849136547&partnerID=40&md5=189b6efc58a9cb39faa837412849abc7",Article,Final,,Scopus,2-s2.0-55849136547
"Kozin, A.V.","22985486500","Translation and semiotic phenomenology: The case for Gilles Deleuze",2008,"Across Languages and Cultures",9,"2",,161,175,,1,10.1556/Acr.9.2008.2.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-55849134475&partnerID=40&md5=95bbb12595ec52866eaa2070c44c0282",Article,Final,,Scopus,2-s2.0-55849134475
"McCarthy, J.J.","14321904800","The gradual path to cluster simplification",2008,"Phonology",25,"2",,271,319,,56,10.1017/S0952675708001486,"https://www.scopus.com/inward/record.url?eid=2-s2.0-55849133644&partnerID=40&md5=bc8a3587c779960ccf3b032c882a52fe",Review,Final,,Scopus,2-s2.0-55849133644
"Zhong, Y.","7401809060","The taming of the Desperate Housewives: A stylistic analysis of CCTV's Dub of the serial",2008,"Across Languages and Cultures",9,"2",,235,259,,2,10.1556/Acr.9.2008.2.5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-55849132193&partnerID=40&md5=3b5490cbc1320b60d109eb984fc2d928",Article,Final,,Scopus,2-s2.0-55849132193
