row_num,ID,clickable_doi,Title,Year,Authors,year_split,first_code_initials,first_code_include,first_code_reason,second_code_include,second_code_reason,second_code_initials
569,,http://doi.org/10.1080/01690960802159937,Exploring the nature of the 'subject'-preference: Evidence from the online comprehension of simple sentences in Mandarin Chinese,2009,"Wang, L., Schlesewsky, M., Bickel, B., Bornkessel-Schlesewsky, I.",Pre-OS,kc 169,Yes,NA,NA,NA,NA
570,,http://doi.org/10.1016/j.pragma.2008.09.004,Indexicality in Thai and in Tibetan: Implications for a Buddhism grounded approach,2009,"Hongladarom, K.",Pre-OS,kc 170,Yes,NA,NA,NA,NA
571,,http://doi.org/10.1016/j.pragma.2007.12.007,"Unfinished turns in French conversation: Projectability, syntax and action",2008,"Chevalier, F.H.G., Clift, R.",Pre-OS,kc 171,Yes,NA,NA,NA,NA
572,,http://doi.org/10.1080/19388160802505770,"Tourist satisfaction, Perceived service value, and repurchase intentions: The case of hong kong’s airline, Hotel, and restaurant services",2008,"Song, Z., Kong, H., Chen, Y.",Pre-OS,kc 172,No,tourism,NA,NA,NA
573,,http://doi.org/10.1016/j.jml.2007.09.004,How metastrategic considerations influence the selection of frequency estimation strategies,2008,"Brown, N.R.",Pre-OS,kc 173,No,cognitive psychology but not on language,NA,NA,NA
574,,http://doi.org/10.1080/14781700802496134,Translated by the author my life in between languages,2009,"Thiong’o, N.W.",Pre-OS,kc 174,No,literature and translation,NA,NA,NA
575,,http://doi.org/10.1075/jlp.7.3.08maj,"Hansen, Lene. Security as practice discourse analysis and the bosnian war",2008,"Majstorović, D.",Pre-OS,kc 175,Unsure,discourse analysis,NA,NA,NA
576,,http://doi.org/10.1016/j.jneuroling.2009.06.004,Automatic processing of wh- and NP-movement in agrammatic aphasia: Evidence from eyetracking,2009,"Dickey, M.W., Thompson, C.K.",Pre-OS,kc 176,Yes,NA,NA,NA,NA
577,,http://doi.org/10.2478/v10121-009-0005-6,Lexical classes and the conative construction in old english,2009,"Acevedo, E.S.",Pre-OS,kc 177,Yes,NA,NA,NA,NA
578,,http://doi.org/10.1017/s1138741600004509,"Anxiety, depressed mood, self-esteem, and traumatic stress symptoms among distant witnesses of the 9/11 terrorist attacks: Transitory responses and psychological resilience",2008,"Matt, G.E., Vázquez, C.",Pre-OS,kc 178,No,social psych but not on language,NA,NA,NA
579,,http://doi.org/,Ideology and language selection in historical texts: The Spanish translation of History of the Conquest of Mexico by W.H. Prescott | Ideología y selección lingüística en los textos históricos Las traducciones españolas de History of the Conquest of Mexico de W. H. Prescott,2008,"Peralta, M.D., Piñero, G.P., Domínguez, M.J.G.",Pre-OS,kc 179,No Access,NA,NA,NA,NA
580,,http://doi.org/10.1515/zrph.2009.018,"Daniele Baglioni, La scripta italoromanza del regno di Cipro. Edizione e commento di testi di scriventi ciprioti del Quattrocento",2009,"Dotto, D.",Pre-OS,kc 180,No,not in English,NA,NA,NA
581,,http://doi.org/10.3828/AJFS.46.3.249,How the Indian ocean made medieval France,2009,"Warren, M.R.",Pre-OS,kc 181,No,history,NA,NA,NA
582,,http://doi.org/10.1075/etc.2.2.08zar,Student academic presentations: The processing side of interactiveness,2009,"Zareva, A.",Pre-OS,kc 182,Yes,NA,NA,NA,NA
583,,http://doi.org/10.1080/02666286.2008.10406265,Dancing words: Eighteenth-century ballet pantomime wordbooks as paratexts,2008,"Nye, E.",Pre-OS,kc 183,No,literature,NA,NA,NA
584,,http://doi.org/10.1177/1461445608090225,"Participation, procedure and accountability: 'You said'speech markers in negotiating reports of ambiguous phenomena",2008,"Wooffitt, R., Allistone, S.",Pre-OS,kc 184,Yes,NA,NA,NA,NA
585,,http://doi.org/10.1179/174962509X384606,"To compose, read, and use a Byzantine text: Aspects of the chronicle of Constantine Manasses",2009,"Nilsson, I., Nyström, E.",Pre-OS,kc 185,No,literature,NA,NA,NA
586,,http://doi.org/10.1044/1092-4388(2009/07-0175),The effect of semantic set size on word learning by preschool children,2009,"Storkel, H.L., Adlof, S.M.",Pre-OS,kc 186,Yes,NA,NA,NA,NA
587,,http://doi.org/10.1080/14781700802496274,"Translational transitions: \""Translation proper\"" and translation studies in the humanities",2009,"Dizdar, D.",Pre-OS,kc 187,No,literature and translation,NA,NA,NA
588,,http://doi.org/10.1163/138078507X254730,"Sharing meals with non-Christians in canon law commentaries, circa 1160-1260: A case study in legal development",2008,"Freidenreich, D.M.",Pre-OS,kc 188,No,history,NA,NA,NA
589,,http://doi.org/10.1080/14992020701851882,Tympanometry in rhesus monkeys: Effects of aging and caloric restriction,2008,"Fowler, C.G., Chiasson, K.B., Hart, D.B., Beasley, T.M., Kemnitz, J., Weindruch, R.",Pre-OS,kc 189,No,aging and caloric restriction,NA,NA,NA
590,,http://doi.org/10.1080/15235880903372860,Bilingual intercultural teacher education: Nuevos maestros para bolivia,2009,"Delany-Barmann, G.",Pre-OS,kc 190,Yes,NA,NA,NA,NA
591,,http://doi.org/10.1515/HUMR.2009.024,"Gifted children's humor preferences, sense of humor, and Comprehension of riddles",2009,"Bergen, D.",Pre-OS,kc 191,No,"on humor, not directly on language",NA,NA,NA
592,,http://doi.org/10.1111/j.1467-9922.2008.00451.x,Handling L2 input in phonological STM: The effect of non-L1 phonetic segments and non-L1 phonotactics on nonword repetition,2008,"Kovács, G., Racsmány, M.",Pre-OS,kc 192,Yes,NA,NA,NA,NA
593,,http://doi.org/10.1111/j.1467-9841.2008.00377.x,Alternate and complementary perspectives on language and social life: The organization of repair in two Caribbean communities,2008,"Sidnell, J.",Pre-OS,kc 193,Yes,NA,NA,NA,NA
594,,http://doi.org/10.1515/TEXT.2009.017,The place of narrative in human affairs: The implications of Hymes's Amerindian work for understanding text and talk,2009,"Collins, J.",Pre-OS,kc 194,Yes,NA,NA,NA,NA
595,,http://doi.org/10.1177/0265659008090291,Change for children with language and communication needs: Creating sustainable integrated services,2008,"Gascoigne, M.",Pre-OS,kc 195,Yes,NA,NA,NA,NA
596,,http://doi.org/10.1016/j.esp.2007.07.003,Convention and inventiveness in an occluded academic genre: A case study of retention-promotion-tenure reports,2008,"Hyon, S.",Pre-OS,kc 196,Yes,NA,NA,NA,NA
597,,http://doi.org/10.1080/14992020802178722,Variation in preferred gain with experience for hearing-aid users,2008,"Keidser, G., O'Brien, A., Carter, L., McLelland, M., Yeend, I.",Pre-OS,kc 197,No,audiology not on language,NA,NA,NA
598,,http://doi.org/10.1515/COG.2008.002,In defence of iconicity,2008,"Haiman, J.",Pre-OS,kc 198,Yes,NA,NA,NA,NA
599,,http://doi.org/10.1080/10926480701723516,Argument is argument: An essay on conceptual metaphor and verbal dispute,2008,"Howe, J.",Pre-OS,kc 199,Yes,NA,NA,NA,NA
600,,http://doi.org/,Constraint on covariation: It's not meaning,2008,"Glenberg, A.M., Mehta, S.",Pre-OS,kc 200,Yes,NA,NA,NA,NA
601,,http://doi.org/10.1075/hl.36.1.04sre,Francis Whyte Ellis and the beginning of comparative Dravidian linguistics,2009,"Sreekumar, P.",Pre-OS,NA,NA,NA,NA,NA,NA
602,,http://doi.org/10.1111/j.1460-2466.2009.01416.x,Importance placed on physical attractiveness and advertisement-inspired social comparison behavior among Japanese female and male teenagers,2009,"Luther, C.A.",Pre-OS,NA,NA,NA,NA,NA,NA
603,,http://doi.org/,Addressing the cancellation of the French AP literature exam,2009,"Jensen, A.",Pre-OS,NA,NA,NA,NA,NA,NA
604,,http://doi.org/10.1016/j.poetic.2009.06.005,The aesthetic discourse space of popular music: 1985-86 and 2004-05,2009,"van Venrooij, A.",Pre-OS,NA,NA,NA,NA,NA,NA
605,,http://doi.org/10.1111/j.1749-818X.2008.00074.x,How Parkinson's disease affects non-verbal communication and language processing,2008,"Pell, M.D., Monetta, L.",Pre-OS,NA,NA,NA,NA,NA,NA
606,,http://doi.org/,Games in 'the garden of deceit': A seventeenth-century novella by María de Zayas y Sotomayor,2009,"O'Brien, E.",Pre-OS,NA,NA,NA,NA,NA,NA
607,,http://doi.org/10.3758/APP.71.8.1825,Redundancy effects of a moving distractor generated by alerting and orienting,2009,"Utochkin, I.S.",Pre-OS,NA,NA,NA,NA,NA,NA
608,,http://doi.org/10.1080/02687030802669526,Conversational treatment in mild aphasia: A case study,2009,"Fox, S., Armstrong, E., Boles, L.",Pre-OS,NA,NA,NA,NA,NA,NA
609,,http://doi.org/10.1017/S1138741600001906,"Estimates of self, parental, and partner multiple intelligence and their relationship with personality, values, and demographic variables: A study in Britain and France",2009,"Swami, V., Furnham, A., Zilkha, S.",Pre-OS,NA,NA,NA,NA,NA,NA
610,,http://doi.org/10.1179/175622708X282956,"After midnight: Naming, west Indians, and British children's literature",2008,"Sands-O'Connor, K.",Pre-OS,NA,NA,NA,NA,NA,NA
611,,http://doi.org/,Some remarks on the date of T'ien-Shan inscriptions,2008,"Alimov, R.",Pre-OS,NA,NA,NA,NA,NA,NA
612,,http://doi.org/10.3176/lu.2009.3.04,Past tense modals in Mari languages,2009,"Ahola, E.",Pre-OS,NA,NA,NA,NA,NA,NA
613,,http://doi.org/10.1002/j.1545-7249.2008.tb00137.x,"Formulaic language in native and second language speakers: Psycholinguistics, corpus linguistics, and TESOL",2008,"Ellis, N.C., Simpson-Vlach, R., Maynard, C.",Pre-OS,NA,NA,NA,NA,NA,NA
614,,http://doi.org/10.1162/coli.2008.34.1.35,Feature forest models for probabilistic HPSG parsing,2008,"Miyao, Y., Tsujii, J.",Pre-OS,NA,NA,NA,NA,NA,NA
615,,http://doi.org/10.1093/notesj/gjp123,Gerard Manley Hopkins and George MacDonald on immortality,2009,"O'Gorman, F.",Pre-OS,NA,NA,NA,NA,NA,NA
616,,http://doi.org/10.1515/SEMI.2008.102,On the linguistic expression of subjectivity: Towards a sign-centered approach,2008,"Sonnenhauser, B.",Pre-OS,NA,NA,NA,NA,NA,NA
617,,http://doi.org/10.1177/0142723707083280,Toddlers' persistence when communication fails: Response motivation and goal substitution,2008,"Fagan, M.K.",Pre-OS,NA,NA,NA,NA,NA,NA
618,,http://doi.org/10.1016/j.jvlc.2007.08.009,Indexing for multipoint interactive similarity retrieval in iconic spatial image databases,2008,"Zhou, X.M., Ang, C.H., Ling, T.W.",Pre-OS,NA,NA,NA,NA,NA,NA
619,,http://doi.org/10.1016/j.jvlc.2007.08.010,A global process to access documents' contents from a geographical point of view,2008,"Gaio, M., Sallaberry, C., Etcheverry, P., Marquesuzaa, C., Lesbegueries, J.",Pre-OS,NA,NA,NA,NA,NA,NA
620,,http://doi.org/10.1016/j.system.2007.12.002,The effect of teaching English phonotactics on the lexical segmentation of English as a foreign language,2008,"Al-jasser, F.",Pre-OS,NA,NA,NA,NA,NA,NA
621,,http://doi.org/10.1080/15228880802709187,Russo-Serbian orthography: Cataloging conundrum and a proposed solution,2009,"Husic, G.",Pre-OS,NA,NA,NA,NA,NA,NA
622,,http://doi.org/10.1080/02666030.2008.9628677,Bharhut: A reassessment,2008,"Hawkes, J.D.",Pre-OS,NA,NA,NA,NA,NA,NA
623,,http://doi.org/10.1177/0957926509102409,"Talking the talk: Policy, popular and media responses to the bicentenary of the Abolition of the Slave Trade using the 'Abolition Discourse'",2009,"Waterton, E., Wilson, R.",Pre-OS,NA,NA,NA,NA,NA,NA
624,,http://doi.org/10.1007/s11145-007-9095-5,The effect of the number of syllables on handwriting production,2008,"Lambert, E., Kandel, S., Fayol, M., Espéret, E.",Pre-OS,NA,NA,NA,NA,NA,NA
625,,http://doi.org/10.1111/j.2041-5370.2009.tb00747.x,Komastai or ‘hephaistoi’? Visions of comic parody in archaic Greece,2009,"Jo Smith, T.",Pre-OS,NA,NA,NA,NA,NA,NA
626,,http://doi.org/10.1558/cj.v25i2.260-275,Hypermedia annotation presentation: Learners’ preferences and effect on EFL reading comprehension and vocabulary acquisition,2008,"Abu Seileek, A.F.M.",Pre-OS,NA,NA,NA,NA,NA,NA
627,,http://doi.org/10.1080/01638530902959588,Teacher-children interaction and concept development in kindergarten,2009,"Rosemberg, C.R., Silva, M.L.",Pre-OS,NA,NA,NA,NA,NA,NA
628,,http://doi.org/,Categorisation in linguistics,2009,"Schulze, R.",Pre-OS,NA,NA,NA,NA,NA,NA
629,,http://doi.org/10.2478/v10010-009-0003-9,Natural phonology as part of natural linguistics,2009,"Dressler, W.U.",Pre-OS,NA,NA,NA,NA,NA,NA
630,,http://doi.org/10.1080/14417040701689329,Student and professional attitudes and interests in working with people with complex communication needs,2008,"Johnson, H., Bloomberg, K., Iacono, T.",Pre-OS,NA,NA,NA,NA,NA,NA
631,,http://doi.org/10.1016/j.system.2007.09.006,The effects of output task types on noticing and learning of the English past counterfactual conditional,2008,"Song, M.-J., Suh, B.-R.",Pre-OS,NA,NA,NA,NA,NA,NA
632,,http://doi.org/10.1080/13670050802492980,What can grades teach us?,2008,"Malkiel, B.",Pre-OS,NA,NA,NA,NA,NA,NA
633,,http://doi.org/10.1179/002777309X12513839123395,The anglophone toponyms associated with John Smith's description and map of New England,2009,"Edney, M.H.",Pre-OS,NA,NA,NA,NA,NA,NA
634,,http://doi.org/10.1016/j.jcomdis.2008.03.001,Ethical and social implications of genetic testing for communication disorders,2008,"Arnos, K.S.",Pre-OS,NA,NA,NA,NA,NA,NA
635,,http://doi.org/10.1016/j.cognition.2007.05.013,Representation over time: The effects of temporal distance on similarity,2008,"Day, S.B., Bartels, D.M.",Pre-OS,NA,NA,NA,NA,NA,NA
636,,http://doi.org/10.1075/is.9.1.10aro,The roots of linguistics organization in a new language,2008,"Aronoff, M., Meir, I., Padden, C.A., Sandler, W.",Pre-OS,NA,NA,NA,NA,NA,NA
637,,http://doi.org/10.1080/09296170802159439,An analysis of structure of an epic: A statistical approach,2008,"Bagavandas, M., Begum, S.N.",Pre-OS,NA,NA,NA,NA,NA,NA
638,,http://doi.org/10.1111/j.1467-9922.2007.00438.x,Acquisition of German word order in tutored learners: A cross-sectional study in a wider theoretical context,2008,"Jansen, L.",Pre-OS,NA,NA,NA,NA,NA,NA
639,,http://doi.org/10.1515/css-2009-0020,The full vista of the action of signs-from semiosis to semioethics,2009,"Deely, J.",Pre-OS,NA,NA,NA,NA,NA,NA
640,,http://doi.org/10.1017/S0266078409000066,"World Englishes, English as a Lingua Franca, and the case of Hong Kong English",2009,"Sewell, A.",Pre-OS,NA,NA,NA,NA,NA,NA
641,,http://doi.org/,"Intralingual open subtitling in Flanders: Audiovisual translation, linguistic variation and audience needs",2008,"Remael, A., de Houwer, A., Vandekerckhove, R.",Pre-OS,NA,NA,NA,NA,NA,NA
642,,http://doi.org/10.1177/0075424208329307,All beginnings are light: A study of upbeat phenomena at the syntax-phonology interface,2009,"Schlüter, J.",Pre-OS,NA,NA,NA,NA,NA,NA
643,,http://doi.org/10.1080/00909880902792255,"Narratives as dialogic, contested, and aesthetic performances",2009,"Harter, L.M.",Pre-OS,NA,NA,NA,NA,NA,NA
644,,http://doi.org/,The old norse afterlife of Ralph d'Escures's Homilia de assumptione Mariae,2008,"Conti, A.",Pre-OS,NA,NA,NA,NA,NA,NA
645,,http://doi.org/10.1016/j.jml.2007.05.005,Semantic facilitation in category and action naming: Testing the message-congruency account,2008,"Kuipers, J.-R., La Heij, W.",Pre-OS,NA,NA,NA,NA,NA,NA
646,,http://doi.org/10.1598/RT.61.7.6,Spelling in parts: A strategy for spelling and decoding polysyllabic words,2008,"Powell, D.A., Aram, R.",Pre-OS,NA,NA,NA,NA,NA,NA
647,,http://doi.org/10.1017/S0142716408090073,The development of vocabulary in English as a second language children and its role in predicting word recognition ability,2009,"Jean, M., Geva, E.",Pre-OS,NA,NA,NA,NA,NA,NA
648,,http://doi.org/10.1515/SEMI.2008.075,Memes versus signs: On the use of meaning concepts about nature and culture,2008,"Kilpinen, E.",Pre-OS,NA,NA,NA,NA,NA,NA
649,,http://doi.org/10.1111/j.1473-4192.2008.00207.x,The technologization of discourse and authenticity in English language teaching,2008,"Wee, L.",Pre-OS,NA,NA,NA,NA,NA,NA
650,,http://doi.org/,La lunch continua becoming a bilingual teacher,2009,"Hones, D.F., Aguilar, N., Thao, S.",Pre-OS,NA,NA,NA,NA,NA,NA
651,,http://doi.org/10.1515/angl.2008.069,"Connectives in the History of English, eds. Ursula Lenker &amp; Anneli Meurman-Solin",2008,"Wischer, I.",Pre-OS,NA,NA,NA,NA,NA,NA
652,,http://doi.org/10.1016/j.specom.2009.02.002,A non-linear efferent-inspired model of the auditory system; matching human confusions in stationary noise,2009,"Messing, D.P., Delhorne, L., Bruckert, E., Braida, L.D., Ghitza, O.",Pre-OS,NA,NA,NA,NA,NA,NA
653,,http://doi.org/10.1080/14992020802215862,Genetics of aminoglycocide-induced and prelingual non-syndromic mitochondrial hearing impairment: A review,2008,"Hema Bindu, L., Reddy, P.P.",Pre-OS,NA,NA,NA,NA,NA,NA
654,,http://doi.org/10.1515/THLI.2009.009,The category of predicates and predicate phrases in Tagalog: Commentary on kaufman's article,2009,"Sabbagh, J.",Pre-OS,NA,NA,NA,NA,NA,NA
655,,http://doi.org/10.1017/S0958344008000719,Blogs for specific purposes: Expressivist or socio-cognitivist approach?,2008,"Murrayand, L., Hourigan, T.",Pre-OS,NA,NA,NA,NA,NA,NA
656,,http://doi.org/10.1080/17447140802406891,…if it means he gets his humanity back…': The worldview underpinning the south african truth and reconciliation commission,2008,"Krog, A.",Pre-OS,NA,NA,NA,NA,NA,NA
657,,http://doi.org/10.1016/j.jeap.2009.07.004,The English definite article: What ESL/EFL grammars say and what corpus findings show,2009,"WonHo Yoo, I.",Pre-OS,NA,NA,NA,NA,NA,NA
658,,http://doi.org/10.1016/j.langsci.2007.01.006,Cognitive adequacy in structural-functional theories of language,2008,"Butler, C.S.",Pre-OS,NA,NA,NA,NA,NA,NA
659,,http://doi.org/10.1163/156853308X377842,The inscriptions written on plaster at Kuntillet 'Ajrud,2009,"Mastin, B.A.",Pre-OS,NA,NA,NA,NA,NA,NA
660,,http://doi.org/10.1075/target.20.1.04kay,Salim al Dawudi and the beginnings of translation into Arabic of Modern Hebrew literature,2008,"Kayyal, M.",Pre-OS,NA,NA,NA,NA,NA,NA
661,,http://doi.org/,Est-ce qu'On connaît la chanson? Teaching the Langage commun of a French musical,2008,"Kem, J.",Pre-OS,NA,NA,NA,NA,NA,NA
662,,http://doi.org/10.1016/j.specom.2008.09.005,Glottal Source biometrical signature for voice pathology detection,2009,"Gómez-Vilda, P., Fernández-Baillo, R., Rodellar-Biarge, V., Lluis, V.N., Álvarez-Marquina, A., Mazaira-Fernández, L.M., Martínez-Olalla, R., Godino-Llorente, J.I.",Pre-OS,NA,NA,NA,NA,NA,NA
663,,http://doi.org/10.1515/zrph.2009.076,"Pieter De Leemans / Michèle Goyens (edd.), Aristotle's «Problemata» in Different Times and Tongues",2009,[No author name available],Pre-OS,NA,NA,NA,NA,NA,NA
664,,http://doi.org/10.1016/j.cognition.2009.06.005,How children block learning from ignorant speakers,2009,"Sabbagh, M.A., Shafman, D.",Pre-OS,NA,NA,NA,NA,NA,NA
